policy_id,customer_age,vehicle_age,annual_mileage,base_rate,current_premium,risk_segment,age_group
POL-003827,34,5,18700,812.61,1349.78,medium,25-40
POL-003828,75,3,7200,952.26,955.87,low,>40
POL-003829,38,12,15100,915.82,1284.1,low,25-40
POL-003830,52,18,9800,940.16,1006.93,low,>40
POL-003831,19,8,9700,817.76,1925.11,high,<25
POL-003832,44,2,30000,786.17,1995.36,high,>40
POL-003833,75,15,14300,996.98,1641.42,medium,>40
POL-003834,38,7,12200,906.09,1083.21,low,25-40
POL-003835,51,6,14000,989.85,1133.85,low,>40
POL-003836,64,9,20000,910.12,1385.98,medium,>40
POL-003837,48,2,9800,984.13,1207.05,low,>40
POL-003838,18,5,10600,1125.4,2954.34,high,<25
POL-003839,57,6,18100,921.15,1246.88,low,>40
POL-003840,49,8,6800,924.48,719.85,low,>40
POL-003841,44,8,21100,807.83,1313.17,medium,>40
POL-003842,72,9,6600,977.93,899.83,low,>40
POL-003843,32,4,12100,791.07,990.17,low,25-40
POL-003844,40,1,6600,925.51,877.93,low,25-40
POL-003845,36,5,8400,968.3,956.03,low,25-40
POL-003846,18,6,24200,1132.77,4831.14,high,<25
POL-003847,62,1,21600,1111.13,2164.01,medium,>40
POL-003848,24,4,22700,908.25,2852.02,high,<25
POL-003849,38,7,7000,824.8,687.18,low,25-40
POL-003850,61,4,8400,1089.67,973.4,low,>40
POL-003851,47,7,15700,960.65,1288.6,low,>40
POL-003852,30,4,18600,928.58,1537.04,medium,25-40
POL-003853,48,10,9400,995.63,977.0,low,>40
POL-003854,30,3,10400,958.61,1087.42,low,25-40
POL-003855,24,6,8100,956.77,1460.76,medium,<25
POL-003856,39,7,28500,1157.72,2402.47,high,25-40
POL-003857,37,11,10900,996.85,1130.87,low,25-40
POL-003858,47,5,13700,976.52,1261.95,low,>40
POL-003859,36,18,14000,1130.52,1742.46,medium,25-40
POL-003860,20,17,22200,1160.71,4828.18,high,<25
POL-003861,47,3,8800,793.86,769.4,low,>40
POL-003862,63,6,22800,975.1,1583.61,medium,>40
POL-003863,39,2,7600,834.75,911.28,low,25-40
POL-003864,40,9,22800,956.01,1668.73,medium,25-40
POL-003865,46,4,6200,1161.08,896.21,low,>40
POL-003866,45,7,12900,1143.48,1349.98,low,>40
POL-003867,64,5,28100,1144.27,2240.81,medium,>40
POL-003868,33,20,18500,988.93,1826.95,medium,25-40
POL-003869,19,6,16300,836.35,2758.91,high,<25
POL-003870,21,5,8400,799.94,1579.62,medium,<25
POL-003871,38,12,9700,794.06,835.04,low,25-40
POL-003872,44,13,24700,951.25,1893.35,medium,>40
POL-003873,45,8,16700,924.82,1291.34,low,>40
POL-003874,51,13,20200,968.97,1556.89,medium,>40
POL-003875,24,20,14000,982.56,2524.01,high,<25
POL-003876,34,5,11900,802.93,994.18,low,25-40
POL-003877,18,2,19100,989.28,4493.42,high,<25
POL-003878,31,8,15200,1147.65,1582.76,low,25-40
POL-003879,31,13,12500,996.37,1337.47,low,25-40
POL-003880,19,17,7100,921.38,2087.75,high,<25
POL-003881,38,9,20700,946.35,1628.87,medium,25-40
POL-003882,18,6,16500,963.33,3203.08,high,<25
POL-003883,55,3,10300,974.98,962.99,low,>40
POL-003884,19,15,23000,1166.14,5318.23,high,<25
POL-003885,54,8,15100,852.08,1025.23,low,>40
POL-003886,70,1,15200,798.36,1536.93,medium,>40
POL-003887,67,20,20100,813.64,1631.72,medium,>40
POL-003888,69,2,18200,837.9,1659.73,medium,>40
POL-003889,43,13,15400,1078.82,1579.5,medium,>40
POL-003890,30,7,12400,993.64,1200.49,low,25-40
POL-003891,22,1,30000,973.46,4323.74,high,<25
POL-003892,44,6,9700,981.24,962.48,low,>40
POL-003893,39,5,18900,988.71,1653.68,medium,25-40
POL-003894,69,2,13000,919.41,1463.43,medium,>40
POL-003895,27,9,16600,942.6,1807.16,medium,25-40
POL-003896,73,12,23500,1136.99,2388.35,high,>40
POL-003897,67,6,11700,980.63,1173.45,low,>40
POL-003898,44,5,17700,972.61,1484.62,medium,>40
POL-003899,25,9,15200,1077.61,1951.01,medium,25-40
POL-003900,33,0,10100,831.95,1092.62,low,25-40
POL-003901,37,4,23800,803.11,1560.39,medium,25-40
POL-003902,65,5,18600,812.33,1383.03,medium,>40
POL-003903,22,6,11100,996.95,1868.05,medium,<25
POL-003904,40,2,22200,791.88,1652.59,high,25-40
POL-003905,32,1,9300,1075.69,1338.95,low,25-40
POL-003906,21,3,13300,941.37,2505.97,high,<25
POL-003907,44,9,11100,984.59,1076.42,low,>40
POL-003908,62,5,18900,792.3,1198.96,medium,>40
POL-003909,63,3,10900,785.56,831.23,low,>40
POL-003910,70,20,19000,813.35,1718.15,high,>40
POL-003911,31,5,17600,830.85,1326.75,medium,25-40
POL-003912,45,6,11400,917.2,999.24,low,>40
POL-003913,62,14,30000,844.98,1812.93,high,>40
POL-003914,54,7,9700,848.37,765.58,low,>40
POL-003915,19,9,7200,1122.53,2223.0,medium,<25
POL-003916,34,3,19800,1067.41,1840.12,medium,25-40
POL-003917,52,7,5100,821.32,488.02,low,>40
POL-003918,60,18,26400,922.85,1943.61,high,>40
POL-003919,66,8,14100,944.88,1276.47,low,>40
POL-003920,38,8,7100,974.68,819.57,low,25-40
POL-003921,52,5,8800,907.67,809.32,low,>40
POL-003922,24,2,6500,902.51,1483.4,medium,<25
POL-003923,46,13,16000,1078.95,1619.43,medium,>40
POL-003924,18,6,7400,906.81,1790.38,medium,<25
POL-003925,57,4,16900,927.24,1263.57,low,>40
POL-003926,47,2,11800,940.91,1302.11,low,>40
POL-003927,30,8,10900,1151.33,1279.18,low,25-40
POL-003928,35,2,17000,905.38,1667.97,medium,25-40
POL-003929,74,13,17900,1103.31,2101.92,medium,>40
POL-003930,73,4,22600,990.8,2091.85,high,>40
POL-003931,52,7,10200,957.26,892.53,low,>40
POL-003932,24,8,13300,1156.6,2437.48,high,<25
POL-003933,60,8,10100,948.43,907.31,low,>40
POL-003934,49,12,14500,911.74,1185.84,low,>40
POL-003935,56,4,9500,920.26,862.41,low,>40
POL-003936,74,6,11200,841.16,1068.98,low,>40
POL-003937,22,10,11200,1160.78,2233.8,medium,<25
POL-003938,21,17,15400,1116.36,3661.2,high,<25
POL-003939,35,11,13500,949.28,1237.56,low,25-40
POL-003940,39,12,17000,815.91,1235.63,medium,25-40
POL-003941,45,5,12900,904.24,1123.73,low,>40
POL-003942,49,8,10400,911.57,935.57,low,>40
POL-003943,72,15,14700,860.33,1442.07,medium,>40
POL-003944,48,6,8900,906.49,840.78,low,>40
POL-003945,18,8,17400,1103.08,3796.57,high,<25
POL-003946,39,1,11900,968.12,1414.49,medium,25-40
POL-003947,40,10,14800,942.86,1242.75,low,25-40
POL-003948,36,8,14900,1174.06,1598.33,low,25-40
POL-003949,20,10,27800,1067.67,4451.95,high,<25
POL-003950,21,5,16000,1161.95,3488.01,high,<25
POL-003951,37,1,14000,915.3,1486.32,medium,25-40
POL-003952,38,11,9900,921.96,982.49,low,25-40
POL-003953,42,4,19400,952.69,1543.53,medium,>40
POL-003954,49,2,12000,850.46,1189.86,low,>40
POL-003955,38,7,6800,941.84,770.04,low,25-40
POL-003956,44,18,12400,930.39,1262.12,low,>40
POL-003957,65,3,14700,811.94,1186.31,medium,>40
POL-003958,38,4,9300,1074.57,1133.52,low,25-40
POL-003959,44,11,12800,1157.88,1388.72,low,>40
POL-003960,69,5,13100,989.45,1341.33,low,>40
POL-003961,39,10,13200,834.41,1072.03,low,25-40
POL-003962,20,5,23500,815.46,3142.74,high,<25
POL-003963,46,5,7500,960.84,839.33,low,>40
POL-003964,44,3,30000,1125.81,2421.51,high,>40
POL-003965,58,8,13300,907.4,1005.33,low,>40
POL-003966,59,3,17500,811.34,1130.99,low,>40
POL-003967,40,4,14300,832.86,1106.71,low,25-40
POL-003968,38,13,6200,848.52,722.08,low,25-40
POL-003969,70,20,8400,936.6,1163.94,low,>40
POL-003970,40,9,10700,980.33,1046.49,low,25-40
POL-003971,43,14,21100,841.07,1511.12,medium,>40
POL-003972,36,5,7200,990.78,884.96,low,25-40
POL-003973,31,5,9200,1174.82,1230.6,low,25-40
POL-003974,39,7,14500,906.46,1212.39,low,25-40
POL-003975,33,4,16700,814.87,1257.58,medium,25-40
POL-003976,36,5,16500,975.99,1494.49,medium,25-40
POL-003977,34,10,8700,1156.19,1132.85,low,25-40
POL-003978,21,7,6600,785.79,1260.22,medium,<25
POL-003979,65,6,17200,828.74,1273.95,medium,>40
POL-003980,44,6,25700,987.85,1825.43,medium,>40
POL-003981,20,3,11600,924.07,2250.69,high,<25
POL-003982,20,7,8100,1102.9,2020.63,medium,<25
POL-003983,37,4,11100,940.01,1112.44,low,25-40
POL-003984,18,1,16100,811.35,3297.85,high,<25
POL-003985,41,2,12200,1126.91,1593.67,medium,>40
POL-003986,46,6,25400,908.28,1665.63,medium,>40
POL-003987,49,10,20500,976.52,1590.69,medium,>40
POL-003988,36,11,14700,914.17,1259.61,low,25-40
POL-003989,31,2,5600,979.77,877.02,low,25-40
POL-003990,45,9,9900,1065.91,1081.8,low,>40
POL-003991,49,19,10500,843.54,1027.05,low,>40
POL-003992,22,12,9600,936.25,1629.94,medium,<25
POL-003993,48,7,14700,1137.46,1461.87,low,>40
POL-003994,41,7,14800,919.52,1186.99,low,>40
POL-003995,49,7,6400,823.03,616.1,low,>40
POL-003996,49,4,19400,803.53,1301.87,medium,>40
POL-003997,56,12,13600,902.87,1036.28,low,>40
POL-003998,63,3,15900,971.39,1313.77,low,>40
POL-003999,34,7,18900,789.76,1254.88,medium,25-40
POL-004000,31,1,9600,856.06,1087.79,low,25-40
POL-004001,67,13,23800,954.15,2002.16,high,>40
POL-004002,22,7,12700,1064.19,2176.44,high,<25
POL-004003,64,2,26700,856.48,1914.47,high,>40
POL-004004,26,16,9000,915.11,1275.7,low,25-40
POL-004005,36,6,25800,981.72,1909.62,medium,25-40
POL-004006,48,2,9000,806.0,935.34,low,>40
POL-004007,39,20,30000,825.58,2088.28,high,25-40
POL-004008,62,5,8800,1157.6,1065.83,low,>40
POL-004009,69,3,21700,1069.62,2013.01,medium,>40
POL-004010,32,8,11500,967.11,1112.59,low,25-40
POL-004011,45,2,18600,1080.64,2010.2,medium,>40
POL-004012,72,4,13300,970.56,1451.78,medium,>40
POL-004013,38,15,8300,1082.0,1113.01,low,25-40
POL-004014,28,5,5000,1066.46,966.28,low,25-40
POL-004015,46,9,30000,917.27,1913.77,high,>40
POL-004016,29,15,14000,961.95,1787.11,medium,25-40
POL-004017,34,5,5000,859.83,605.93,low,25-40
POL-004018,44,3,15500,994.66,1392.78,low,>40
POL-004019,34,10,18400,973.34,1551.85,medium,25-40
POL-004020,21,2,9800,1156.35,2978.38,high,<25
POL-004021,48,3,9800,850.67,884.2,low,>40
POL-004022,62,2,13400,1123.18,1603.86,medium,>40
POL-004023,49,14,23200,1089.6,2082.17,medium,>40
POL-004024,29,7,14100,965.3,1630.07,medium,25-40
POL-004025,45,10,26100,915.95,1745.63,medium,>40
POL-004026,44,3,22500,1157.22,2064.56,medium,>40
POL-004027,35,8,12200,941.65,1125.72,low,25-40
POL-004028,18,9,6700,1093.85,2067.2,medium,<25
POL-004029,31,20,12200,982.63,1384.92,medium,25-40
POL-004030,32,9,17100,913.06,1388.04,medium,25-40
POL-004031,36,11,13900,995.11,1322.16,low,25-40
POL-004032,61,7,18000,992.79,1382.69,low,>40
POL-004033,21,0,19900,960.33,3919.85,high,<25
POL-004034,72,8,17100,970.15,1623.25,medium,>40
POL-004035,40,6,11900,906.03,1015.0,low,25-40
POL-004036,36,5,17100,944.02,1479.49,medium,25-40
POL-004037,47,4,30000,986.54,2121.96,high,>40
POL-004038,62,5,6900,903.59,710.3,low,>40
POL-004039,43,4,16800,930.11,1372.39,medium,>40
POL-004040,21,11,30000,936.11,4101.47,high,<25
POL-004041,25,3,8000,966.63,1188.76,low,25-40
POL-004042,37,18,21200,1142.94,2306.97,medium,25-40
POL-004043,40,10,22500,1071.3,1853.93,medium,25-40
POL-004044,43,13,6900,923.16,802.07,low,>40
POL-004045,32,3,18600,980.92,1623.68,medium,25-40
POL-004046,55,4,11900,1085.48,1177.63,low,>40
POL-004047,42,7,13100,802.5,956.95,low,>40
POL-004048,22,6,11700,917.91,1779.82,medium,<25
POL-004049,61,10,24400,840.85,1457.17,medium,>40
POL-004050,38,6,12800,905.08,1116.3,low,25-40
POL-004051,46,19,11000,931.18,1168.56,low,>40
POL-004052,48,3,11000,953.07,1067.88,low,>40
POL-004053,65,2,11600,903.07,1334.81,medium,>40
POL-004054,50,4,8300,857.23,735.83,low,>40
POL-004055,62,5,10900,985.08,1042.35,low,>40
POL-004056,24,13,14200,832.08,2022.43,high,<25
POL-004057,38,8,16200,944.22,1357.26,medium,25-40
POL-004058,39,1,23200,917.25,2068.33,high,25-40
POL-004059,34,1,15000,824.4,1400.11,medium,25-40
POL-004060,62,6,10900,798.62,802.8,low,>40
POL-004061,38,5,8600,963.11,965.57,low,25-40
POL-004062,26,6,15400,916.33,1638.67,medium,25-40
POL-004063,73,5,12800,970.63,1416.17,medium,>40
POL-004064,40,17,13000,1100.17,1538.98,low,25-40
POL-004065,51,12,15200,950.19,1172.36,low,>40
POL-004066,32,4,17100,792.27,1241.66,medium,25-40
POL-004067,43,6,15200,926.85,1217.38,low,>40
POL-004068,20,5,12500,815.92,2086.18,high,<25
POL-004069,47,1,9400,1115.32,1331.4,low,>40
POL-004070,36,4,10200,1175.98,1317.26,low,25-40
POL-004071,39,4,19800,934.37,1610.77,medium,25-40
POL-004072,72,4,11200,785.92,1051.34,low,>40
POL-004073,49,4,7400,952.3,824.65,low,>40
POL-004074,35,5,22700,933.07,1757.98,medium,25-40
POL-004075,41,9,8800,850.98,800.01,low,>40
POL-004076,25,4,13700,1087.55,1897.34,medium,25-40
POL-004077,48,15,16800,983.79,1524.18,medium,>40
POL-004078,29,3,13500,1138.32,1967.02,medium,25-40
POL-004079,40,13,5000,1085.05,764.65,low,25-40
POL-004080,41,8,16100,941.0,1283.05,low,>40
POL-004081,50,2,24500,819.38,1677.28,high,>40
POL-004082,72,5,19200,952.07,1807.96,medium,>40
POL-004083,38,18,5200,1108.47,897.48,low,25-40
POL-004084,45,3,30000,826.94,1778.67,high,>40
POL-004085,64,18,7400,837.77,771.9,low,>40
POL-004086,43,9,8300,950.59,860.32,low,>40
POL-004087,42,8,19200,828.4,1266.49,medium,>40
POL-004088,48,9,16600,849.49,1206.41,medium,>40
POL-004089,41,5,14000,1119.75,1467.56,low,>40
POL-004090,35,3,10400,942.05,1068.63,low,25-40
POL-004091,52,7,24600,926.04,1530.18,medium,>40
POL-004092,33,8,13300,789.77,998.64,low,25-40
POL-004093,61,9,6700,930.26,695.89,low,>40
POL-004094,23,9,23500,941.09,2931.76,high,<25
POL-004095,42,11,14900,975.1,1290.88,low,>40
POL-004096,24,20,22300,1088.35,3783.69,high,<25
POL-004097,41,8,17500,836.58,1204.2,medium,>40
POL-004098,54,14,30000,910.01,1890.8,high,>40
POL-004099,41,9,11700,1081.74,1223.79,low,>40
POL-004100,47,20,13600,805.76,1160.69,medium,>40
POL-004101,19,7,18700,1116.62,4027.45,high,<25
POL-004102,33,6,11800,919.69,1075.9,low,25-40
POL-004103,37,14,19400,788.19,1407.91,medium,25-40
POL-004104,74,14,5000,825.4,686.37,low,>40
POL-004105,34,5,13100,941.64,1241.06,low,25-40
POL-004106,34,9,12900,1110.58,1405.68,low,25-40
POL-004107,28,11,12700,1098.49,1769.57,medium,25-40
POL-004108,34,10,9100,937.77,946.08,low,25-40
POL-004109,32,9,20300,794.09,1349.57,medium,25-40
POL-004110,24,1,10800,928.21,2122.19,high,<25
POL-004111,48,10,14800,954.02,1257.45,low,>40
POL-004112,47,11,13300,821.83,1010.53,low,>40
POL-004113,24,9,16900,853.29,2145.49,high,<25
POL-004114,22,5,25700,981.59,3341.32,high,<25
POL-004115,19,17,14700,903.17,3284.34,high,<25
POL-004116,51,3,19700,924.33,1391.59,medium,>40
POL-004117,37,14,14400,986.83,1452.28,medium,25-40
POL-004118,24,3,10800,804.81,1559.37,medium,<25
POL-004119,67,13,12700,818.17,1141.36,low,>40
POL-004120,25,3,11900,1139.6,1814.2,medium,25-40
POL-004121,21,12,17400,1124.86,3458.91,high,<25
POL-004122,42,19,14200,779.4,1154.67,medium,>40
POL-004123,63,19,9400,1087.14,1170.18,low,>40
POL-004124,41,16,12200,912.04,1147.7,low,>40
POL-004125,62,7,6800,792.75,586.42,low,>40
POL-004126,33,4,12400,916.5,1165.57,low,25-40
POL-004127,21,6,13500,1133.75,2895.14,high,<25
POL-004128,64,13,30000,941.12,2019.2,high,>40
POL-004129,31,10,24800,784.46,1518.51,medium,25-40
POL-004130,35,20,8500,910.32,1014.42,low,25-40
POL-004131,42,5,14800,856.93,1164.42,low,>40
POL-004132,42,20,14900,1081.33,1652.88,medium,>40
POL-004133,36,6,12200,1092.43,1305.97,low,25-40
POL-004134,44,3,12500,1128.32,1373.78,low,>40
POL-004135,31,8,11500,920.28,1058.72,low,25-40
POL-004136,41,10,30000,921.27,1922.12,high,>40
POL-004137,40,15,11200,909.4,1082.5,low,25-40
POL-004138,71,5,15700,1173.85,1955.79,medium,>40
POL-004139,21,8,5000,828.7,1109.59,low,<25
POL-004140,55,7,19600,822.44,1172.4,medium,>40
POL-004141,33,5,23000,1163.53,2210.97,medium,25-40
POL-004142,61,18,8400,1130.58,1131.14,low,>40
POL-004143,39,10,10700,927.49,1039.59,low,25-40
POL-004144,53,1,16500,947.36,1499.83,medium,>40
POL-004145,46,8,13600,818.16,999.67,low,>40
POL-004146,46,2,16700,940.32,1630.86,medium,>40
POL-004147,43,8,11900,840.8,941.92,low,>40
POL-004148,34,2,30000,912.92,2432.91,high,25-40
POL-004149,30,10,10000,917.63,984.29,low,25-40
POL-004150,36,2,30000,1105.69,2946.64,high,25-40
POL-004151,30,3,23600,1071.97,2071.37,medium,25-40
POL-004152,49,12,19600,1174.59,1858.31,medium,>40
POL-004153,31,7,8500,1119.53,1058.19,low,25-40
POL-004154,37,2,20300,907.26,1875.72,high,25-40
POL-004155,34,18,17700,828.85,1487.85,medium,25-40
POL-004156,44,5,5200,976.7,672.44,low,>40
POL-004157,53,6,7200,812.43,604.03,low,>40
POL-004158,42,6,15900,948.15,1282.34,low,>40
POL-004159,32,11,12700,969.06,1214.16,low,25-40
POL-004160,48,5,10700,1090.19,1199.76,low,>40
POL-004161,39,6,21900,959.28,1677.41,medium,25-40
POL-004162,51,14,9100,962.44,920.92,low,>40
POL-004163,36,13,11000,1154.12,1425.7,low,25-40
POL-004164,20,6,10100,1163.8,2461.07,high,<25
POL-004165,32,6,17000,991.88,1471.15,medium,25-40
POL-004166,22,0,6200,1078.15,1718.49,medium,<25
POL-004167,63,8,10800,980.05,979.3,low,>40
POL-004168,18,12,6200,834.39,1499.34,medium,<25
POL-004169,18,5,11700,937.72,2624.81,high,<25
POL-004170,19,16,18700,1167.35,4653.63,high,<25
POL-004171,54,1,18800,849.53,1464.01,medium,>40
POL-004172,46,3,9700,976.06,1007.79,low,>40
POL-004173,29,15,17200,907.96,1928.31,high,25-40
POL-004174,73,12,12400,919.32,1274.49,low,>40
POL-004175,24,1,24900,1166.85,4591.53,high,<25
POL-004176,44,2,12700,995.81,1445.52,medium,>40
POL-004177,24,10,5000,1095.06,1247.59,low,<25
POL-004178,61,9,20200,1095.07,1678.45,medium,>40
POL-004179,27,6,11000,960.48,1380.21,medium,25-40
POL-004180,28,16,11900,1072.53,1792.8,medium,25-40
POL-004181,27,4,15700,1130.68,2155.27,medium,25-40
POL-004182,25,1,7100,1172.49,1574.48,low,25-40
POL-004183,22,11,14000,1097.26,2441.16,high,<25
POL-004184,39,12,17200,839.91,1281.68,medium,25-40
POL-004185,56,4,15900,822.04,1076.67,low,>40
POL-004186,64,3,10300,802.56,818.54,low,>40
POL-004187,19,1,21100,1110.2,5379.86,high,<25
POL-004188,67,7,8600,954.85,935.4,low,>40
POL-004189,23,9,10200,1149.3,2081.26,medium,<25
POL-004190,54,13,12700,953.88,1133.54,low,>40
POL-004191,63,9,15400,854.86,1098.43,low,>40
POL-004192,39,5,11700,1077.1,1319.04,low,25-40
POL-004193,56,8,23500,857.53,1375.46,medium,>40
POL-004194,41,13,15400,954.81,1397.94,medium,>40
POL-004195,41,9,14000,1107.88,1408.45,low,>40
POL-004196,68,12,15200,785.24,1137.34,medium,>40
POL-004197,38,3,18800,803.29,1338.93,medium,25-40
POL-004198,47,10,15000,1113.05,1479.92,low,>40
POL-004199,63,9,6000,1168.95,813.92,low,>40
POL-004200,62,5,22000,1148.72,1918.69,medium,>40
POL-004201,36,14,14200,783.84,1143.11,medium,25-40
POL-004202,61,20,18400,805.89,1342.28,medium,>40
POL-004203,32,1,11200,819.3,1150.8,low,25-40
POL-004204,41,5,5900,848.71,634.32,low,>40
POL-004205,22,6,5000,1150.96,1284.24,low,<25
POL-004206,61,7,8800,796.72,696.88,low,>40
POL-004207,52,4,17000,907.29,1241.13,low,>40
POL-004208,59,2,24200,789.85,1603.94,medium,>40
POL-004209,32,6,15500,950.31,1327.35,low,25-40
POL-004210,38,6,8400,786.37,737.59,low,25-40
POL-004211,41,5,9500,799.48,814.37,low,>40
POL-004212,29,7,24900,980.53,2396.3,high,25-40
POL-004213,64,8,7500,1109.02,874.32,low,>40
POL-004214,44,6,30000,997.13,2037.5,medium,>40
POL-004215,68,4,30000,974.32,2263.33,high,>40
POL-004216,71,7,30000,800.72,1930.67,high,>40
POL-004217,68,8,16000,903.22,1324.68,medium,>40
POL-004218,71,7,11600,952.58,1238.51,low,>40
POL-004219,27,20,15800,969.56,2078.48,high,25-40
POL-004220,57,9,20300,947.12,1410.36,medium,>40
POL-004221,64,7,10100,1165.53,1114.99,low,>40
POL-004222,51,4,8200,1150.01,979.4,low,>40
POL-004223,62,4,11900,1122.27,1257.24,low,>40
POL-004224,35,5,9500,904.3,967.2,low,25-40
POL-004225,48,5,23600,806.74,1484.63,medium,>40
POL-004226,41,5,10200,819.54,874.29,low,>40
POL-004227,41,9,14100,799.52,1021.14,low,>40
POL-004228,74,13,21000,847.69,1791.61,high,>40
POL-004229,23,11,24000,942.82,2977.62,high,<25
POL-004230,21,10,14800,1086.83,3008.26,high,<25
POL-004231,39,3,16000,976.51,1465.67,medium,25-40
POL-004232,48,15,8500,960.29,955.45,low,>40
POL-004233,20,4,21400,1086.07,3938.57,high,<25
POL-004234,50,8,23800,822.69,1330.5,medium,>40
POL-004235,57,10,5800,835.95,551.39,low,>40
POL-004236,36,15,29800,945.1,2231.46,high,25-40
POL-004237,21,20,9800,931.23,2276.59,high,<25
POL-004238,25,5,17600,968.02,1987.44,high,25-40
POL-004239,49,8,14000,1140.97,1420.61,low,>40
POL-004240,50,14,13100,780.39,946.25,low,>40
POL-004241,31,20,12300,924.74,1310.26,medium,25-40
POL-004242,68,6,8600,1136.39,1113.25,low,>40
POL-004243,64,3,17100,923.79,1309.9,medium,>40
POL-004244,20,2,11900,1171.82,3424.21,high,<25
POL-004245,29,1,7500,792.35,1102.59,low,25-40
POL-004246,22,4,8500,973.58,1614.45,medium,<25
POL-004247,70,12,7500,860.86,860.73,low,>40
POL-004248,28,13,10700,1102.82,1720.36,medium,25-40
POL-004249,27,9,16800,1131.55,2186.37,medium,25-40
POL-004250,20,5,9800,1075.84,2348.32,high,<25
POL-004251,65,9,20900,961.57,1713.03,medium,>40
POL-004252,48,7,12800,859.98,1010.16,low,>40
POL-004253,63,6,11900,1172.96,1248.33,low,>40
POL-004254,46,8,13600,941.62,1150.52,low,>40
POL-004255,44,5,25300,980.46,1887.78,medium,>40
POL-004256,20,8,7300,981.03,1679.88,medium,<25
POL-004257,44,9,28400,1100.65,2216.01,medium,>40
POL-004258,22,11,20800,1156.15,3327.04,high,<25
POL-004259,35,2,13400,792.32,1250.5,medium,25-40
POL-004260,43,15,23000,995.49,1891.66,medium,>40
POL-004261,45,6,11700,984.6,1090.93,low,>40
POL-004262,22,20,15400,951.01,2599.1,high,<25
POL-004263,25,12,10600,939.11,1345.13,medium,25-40
POL-004264,44,4,20900,992.37,1687.57,medium,>40
POL-004265,36,10,9800,909.26,962.58,low,25-40
POL-004266,44,14,13200,819.87,1085.93,low,>40
POL-004267,71,6,18300,948.76,1659.01,medium,>40
POL-004268,70,3,21600,938.73,1924.47,high,>40
POL-004269,38,3,9300,913.2,963.3,low,25-40
POL-004270,27,2,18900,1092.15,2771.35,high,25-40
POL-004271,33,1,8700,1174.11,1399.46,low,25-40
POL-004272,28,7,5100,1154.49,1006.61,low,25-40
POL-004273,41,3,9600,982.14,1007.26,low,>40
POL-004274,46,4,19700,820.78,1343.14,medium,>40
POL-004275,61,20,13400,833.27,1129.38,low,>40
POL-004276,31,9,10600,1120.56,1248.35,low,25-40
POL-004277,67,3,13800,1139.86,1598.42,low,>40
POL-004278,43,20,13600,984.53,1418.21,medium,>40
POL-004279,40,8,17900,925.55,1351.98,medium,25-40
POL-004280,36,20,6500,992.83,929.33,low,25-40
POL-004281,26,18,12900,1166.32,2191.52,medium,25-40
POL-004282,24,9,14300,813.38,1834.7,high,<25
POL-004283,54,6,7300,995.3,746.65,low,>40
POL-004284,63,12,7300,986.34,780.14,low,>40
POL-004285,43,8,11500,1068.49,1170.69,low,>40
POL-004286,67,5,13600,906.5,1259.17,low,>40
POL-004287,36,5,13600,969.69,1309.53,low,25-40
POL-004288,23,13,10500,843.26,1684.44,medium,<25
POL-004289,68,3,10300,799.39,926.87,low,>40
POL-004290,27,13,11300,819.9,1325.19,medium,25-40
POL-004291,34,7,15400,953.73,1326.54,low,25-40
POL-004292,53,2,23600,815.54,1629.3,medium,>40
POL-004293,39,14,5000,909.07,672.67,low,25-40
POL-004294,24,4,17900,923.3,2484.44,high,<25
POL-004295,48,4,12800,979.88,1211.58,low,>40
POL-004296,45,6,17100,909.44,1289.55,medium,>40
POL-004297,19,7,23000,1133.68,4677.8,high,<25
POL-004298,25,9,9600,831.0,1116.03,low,25-40
POL-004299,31,14,20600,993.37,1845.0,medium,25-40
POL-004300,47,13,7700,859.97,802.39,low,>40
POL-004301,50,5,14300,856.49,1047.06,low,>40
POL-004302,57,5,12100,953.93,1046.18,low,>40
POL-004303,39,13,13800,1068.68,1529.82,medium,25-40
POL-004304,32,3,8700,928.84,938.23,low,25-40
POL-004305,43,7,16400,947.67,1307.74,low,>40
POL-004306,52,17,27600,782.21,1642.15,high,>40
POL-004307,23,5,8700,782.04,1316.58,medium,<25
POL-004308,38,2,14700,1100.29,1844.28,medium,25-40
POL-004309,28,4,19800,1107.38,2454.46,high,25-40
POL-004310,51,4,11800,957.68,1033.3,low,>40
POL-004311,64,3,24900,1168.48,2115.28,medium,>40
POL-004312,65,6,11100,939.66,1086.6,low,>40
POL-004313,35,20,12800,782.94,1138.45,medium,25-40
POL-004314,26,10,8600,1124.48,1405.96,low,25-40
POL-004315,42,6,14300,936.51,1182.22,low,>40
POL-004316,33,7,13500,988.1,1261.61,low,25-40
POL-004317,36,4,18000,943.49,1528.79,medium,25-40
POL-004318,47,7,10100,933.07,939.59,low,>40
POL-004319,38,17,9900,971.27,1195.1,low,25-40
POL-004320,45,7,16600,949.36,1320.44,low,>40
POL-004321,69,13,25300,824.52,1800.26,high,>40
POL-004322,60,12,17900,791.47,1121.44,medium,>40
POL-004323,51,20,30000,938.14,2079.2,high,>40
POL-004324,64,12,17300,906.91,1256.85,low,>40
POL-004325,20,20,17100,1148.55,4032.07,high,<25
POL-004326,39,14,18300,925.83,1592.19,medium,25-40
POL-004327,46,9,26400,913.95,1754.81,medium,>40
POL-004328,38,4,23600,958.5,1852.11,medium,25-40
